,datetime,content,title
211,2021-06-09 17:05:28,日本首相菅义伟：政府将致力于实现财政目标，包括实现基本收支盈余的目标。,
212,2021-06-09 17:04:33,市场消息：日本将2025财年预算平衡目标重新引入关键政策草案。,
213,2021-06-09 17:04:00,经济学家、如是金融研究院院长管清友：通胀问题上，PPI向CPI的传导不通畅，对中小企业的挤压很大。但整体对CPI上涨的预期不用太担心，整体可接受、可容忍。,
214,2021-06-09 17:03:43,斗鱼(DOYU.O)盘前涨幅扩大至10%。,
215,2021-06-09 17:03:26,【流动性较松，短期资金价格趋稳】公开市场延续100亿元逆回购等量对冲操作。短期资金价格趋稳，银行间隔夜和7天质押式回购加权平均利率变动比前两日明显减小。截至北京时间17:00，1天期回购利率下跌3个基点，报2.1597%；7天期回购利率上涨不到1个基点，报2.2716%。彭博援引交易员称，资金面较宽松，隔夜午后有减点成交。,
216,2021-06-09 17:02:50,芝商所（CME）：COMEX期铝5月份的平均每日交易量（ADV）达到700份合约，较4月增加了51%，成交量在7天内超过100份合约，未平仓合约增至300份以上。,
217,2021-06-09 16:58:41,【大商股份：拟在上海成立经贸公司 开拓国际稀缺商品销售渠道】大商股份公告，为加强公司在上海乃至华东地区的战略布局，提高公司竞争力，开拓国际稀缺商品销售渠道，公司拟在上海成立上海大商经贸(总部)有限公司，注册资本10亿元。,
218,2021-06-09 16:58:01,斗鱼(DOYU.O)盘前拉升，现涨超5%。,
219,2021-06-09 16:56:07,俄罗斯外长拉夫罗夫表示，加强与中国和印度的合作毫无疑问是俄罗斯的优先事项。（卫星新闻）,
220,2021-06-09 16:55:58,【瑞士信贷因风险顾虑而剥离明星交易员的基金】瑞士信贷正在剥离明星交易员Hamza Lemssouguer的信贷基金，该银行在Archegos Capital Management和Greensill Capital事件后试图降低风险。这家瑞士银行与Lemssouguer达成一致，即他应该在瑞信之外独立经营他的Arini欧洲信贷基金。,
221,2021-06-09 16:54:20,港口消息人士称，由于管道泄漏，利比亚Waha油田的石油产量降至13万桶/日。,
222,2021-06-09 16:54:11,【预告】国家卫生健康委定于6月10日下午15时召开委例行新闻发布会，国家卫生健康委医政医管局、北京儿童医院、北京市血液中心负责同志将出席，介绍我国无偿献血和儿童血液病恶性肿瘤救治管理有关情况。,
223,2021-06-09 16:53:38,【思维列控：远望谷4月28日以来减持2.21%股份 持股降至5%以下】思维列控公告，公司于6月2日收到股东远望谷的通知。远望谷于2021年4月28日-6月9日期间，通过集中竞价及大宗交易方式累计减持公司股份603.19万股，占公司总股本的2.21%。此次权益变动后，远望谷持有公司股份比例由7.21%降至4.99998%。,
224,2021-06-09 16:53:26,中国民生银行首席研究员温彬：我们大宗商品价格上涨，但CPI和PPI并未受到太大影响。这是因为我们的通胀数据，其中食品占比比较高，其次就是需求不足，影响到终端价格的传导。,
225,2021-06-09 16:53:14,【精准打击跨境网络赌博！我国将持续整治网上涉赌推广链】国家网信办近日组织召开2021年国家打击治理跨境赌博网络工作组专题会议。根据会议，跨境网络赌博治理工作将强化精准打击，矛头对准境外赌博集团利用网络对我招赌吸赌行为，持续整治网上涉赌推广链，集中整治网络直播、短视频、网络阅读、婚恋网站及贴吧社区等网站平台暗中植入投放吸赌信息问题，严厉惩处为境外赌博提供有偿推广服务和传播涉赌有害信息的网络平台。以技术链、推广流为重点，加大对区块链平台及衍生平台应用的监测力度，持续打击为网络赌博活动提供服务器托管、网络云存储、通讯传输、VPN服务、CDN加速等服务的企业。同时，还将强化社会举报监督，发动网民积极举报涉赌有害信息和违法违规网站，积极引导互联网企业加强行业自律，加强企业内部风险规范管理。（新华社）,
226,2021-06-09 16:51:45,【硅料价格再涨 最高报221元/kg】今日，硅业分会发布了国内太阳能级硅料最新的成交价，本周硅料价格持续上涨，但涨幅有所收窄。其中，国内单晶复投料价格区间在21.0-22.1万元/吨，成交均价为21.68万元/吨，周环比涨幅为2.31%；单晶致密料价格区间在20.7-21.9万元/吨，成交均价为21.31万元/吨，周环比涨幅为2.01%。 (北极星太阳能光伏网),
227,2021-06-09 16:50:59,匈牙利财政部长瓦尔：现在还不是回到危机前的低赤字水平的时候；财政政策应该支持经济；不应该过早地犯紧缩财政政策的错误。,
228,2021-06-09 16:49:48,【北京大学国家发展研究院院长姚洋：过去十几年产生的新技术或成为未来中国高速增长的动力】前段时间有很多讨论，说整个世界进入了一个技术进步的低周期。但我个人认为，过去十几年产生的新技术在未来可能会成为支撑中国高速增长的动力。未来能推动经济高速增长的技术具有两个特点，一个是成本低，一个是应用广泛。符合这些特点的技术有：①人工智能AI ②新能源 ③电动汽车。,
229,2021-06-09 16:48:56,【美媒称美欧将重新推动新冠病毒源头调查 外交部：美方应当立即停止政治操弄】据彭博社等媒体报道，美国和欧盟将支持重新推动对新冠病毒源头的调查。报道援引一份记者看到的文件称，欧盟与美国希望通过该声明草案，“呼吁在透明、循证的基础上，由专家带领的世卫调查小组对冠病源头开展第二阶段免受干扰的研究。”对此，中国外交部发言人汪文斌9日回应称，日益偏离溯源研究宗旨的政治化做法既严重冲击了美国自身的抗疫行动，使美国民众付出了沉痛代价，也对国际抗疫合作造成越来越大的负面影响。,
230,2021-06-09 16:48:25,匈牙利财政部长瓦尔加：CPI可能非常高，希望CPI回归接近3%。希望CPI上涨是暂时的。,
231,2021-06-09 16:47:11,穆迪：G7税收计划将对爱尔兰的信用产生负面影响。,
232,2021-06-09 16:46:10,欧盟委员会副主席东布罗夫斯基斯：与美国贸易代表举行了富有建设性的会谈。,
233,2021-06-09 16:45:45,【龙虎榜：远兴能源近三日累涨超20% 两机构卖出1.75亿元】远兴能源今日涨停，近三个交易日累计涨幅达20.62%。龙虎榜数据显示，6月7日至9日期间深股通累计买入4.42亿元并卖出5.79亿元。一机构席位累计买入5453万元，两机构席位累计卖出1.75亿元。,
234,2021-06-09 16:45:06,欧盟委员会副主席东布罗夫斯基斯：与美国的关系已经变得更好。,
235,2021-06-09 16:44:46,据CoinTelegram：伊朗总统呼吁建立加密货币交易法律框架。,
236,2021-06-09 16:44:35,部分教育股盘前走高，好未来教育集团(TAL.N)、高途(GOTU.N)涨超2%。,
237,2021-06-09 16:44:20,【空中客车或于下月起接受货机版A350订单 挑战波音在该市场的主导地位】欧洲飞机制造巨头空中客车准备最快下个月开始接受货机版本A350双通道飞机的订单，挑战波音公司在专用货机市场的主导地位。空中客车已与十余名潜在客户进行沟通，如果能敲定足够的订单，将在未来几周申请董事会授权进行新机型的推介。该项目可能在年底前正式推出。,
238,2021-06-09 16:43:10,【华域汽车：延锋公司获银团20亿元信用贷款额度】华域汽车公告，2021年6月9日，公司召开第九届董事会第二十二次会议，审议通过了《关于公司全资子公司组建银团暨关联交易的议案》。该次银团信用贷款总额度为20亿元人民币。上述人民币贷款仅用于座椅项目的交易款项。,
239,2021-06-09 16:42:46,据伊朗石油部官方网站Shana：伊朗国家石油公司官员表示，伊朗将在制裁解除后的三个月内全面恢复石油生产。,
240,2021-06-09 16:41:00,"【福光股份：已累计回购约1%股份】福光股份公告，截至2021年6月8日，公司通过上海证券交易所交易系统以集中竞价交易方式累计回购股份数量为153.6万股(含第一期及第二期回购股份)，占公司总股本1.54亿股的比例为1.0001%，回购成交的最高价为29.82元/股，最低价为24.34元/股，累计支付的资金总额为4,084.31万元(不含印花税、交易佣金等交易费用)。",
241,2021-06-09 16:39:57,【华为在中国建立其全球最大的网络安全透明中心】华为最大的网络安全透明中心今天在中国东莞正式启用，来自GSMA、阿联酋、印尼的监管机构及英国标准协会、SUSE等机构代表出席并在活动上发言。借此机会，华为发布了《华为产品安全基线》白皮书，首次将产品安全需求基线框架以及管理实践向业界公布，与客户、供应商、行业标准组织等利益相关方沟通，共同提升行业整体网络安全水平。,
242,2021-06-09 16:38:55,【大秦铁路：5月大秦线完成货物运输量3716万吨 同比增长17.48%】大秦铁路公告，5月，公司核心经营资产大秦线完成货物运输量3716万吨，同比增长17.48%。日均运量119.87万吨。大秦线日均开行重车79.9列，其中:日均开行2万吨列车60.7列。2021年1-5月，大秦线累计完成货物运输量17540万吨，同比增长17.97%。,
243,2021-06-09 16:38:41,伊朗方面表示，在制裁解除后的一个月内，大部分石油产量可以恢复。,
244,2021-06-09 16:38:30,【人民网：继续拓展国际舆论场影响力】人民网在互动平台表示，国际一流媒体是人民网的努力方向。人民网在海外已有15家分支机构，并且通过设立投资公司开展了一些投资。下一步人民网将继续加强国际传播能力建设，拓展在国际舆论场的影响力。,
245,2021-06-09 16:37:29,WSB概念股Clean Energy Fuels(CLNE.O)盘前大涨60%。,
246,2021-06-09 16:36:24,国机汽车公告，与广州凯得新能源科技有限公司签署《凯得新能源产业化生产基地（标段一）勘察设计施工总承包合同》，合同价款7.35亿元。,
247,2021-06-09 16:35:52,【万孚生物：实控人已通过大宗交易减持1%的股份】万孚生物公告，近日，公司收到实际控制人王继华出具的《关于股份减持进展情况的告知函》，截止到2021年6月7日，王继华通过大宗交易的方式减持其持有的公司无限售流通股444.03万股，占公司股份比例总数累计达到1%，且减持数量过半。,
248,2021-06-09 16:35:12,【美参议院通过创新和竞争法案 外交部：美国最大的威胁是美国自己】汪文斌指出，美国怎么发展、怎么提升美国的竞争力，这是美国自己的事。但我们坚决反对美国拿中国说事，把中国当假想敌。美国最大的威胁是美国自己，把自己的事情办好，比什么都重要。（央视新闻）,
249,2021-06-09 16:34:33,波兰新增428例新冠肺炎确诊病例，新增108例死亡病例。,
250,2021-06-09 16:34:21,【润禾材料：控股股东、实控人及其一致行动人已减持1%的股份】润禾材料公告，公司于今日收到公司控股股东、实际控制人及其一致行动人出具的《关于股份减持比例达到1%告知函》。截止公告日，相关股东合计减持股份比例达到1%，彼等已累计减持126.88万股，减持比例1%，根据减持计划，在减持计划时间届满前，相关股东可继续减持股份。,
251,2021-06-09 16:33:50,【润和软件大涨20% 深股通净卖出1.6亿元】润和软件今日收涨20.01%，盘后龙虎榜数据显示，深股通买入1.04亿元并卖出2.64亿元，一机构买入7170万元并卖出1亿元。,
252,2021-06-09 16:33:39,【碧桂园创投布局白酒赛道 领投宝酝集团超6亿元A轮融资】世界名酒品牌运营服务商宝酝集团宣布完成超过6亿元A轮融资，本轮投资由碧桂园创投领投，源一资本及经纬中国、日初资本跟投。 (证券时报),
253,2021-06-09 16:32:19,英国国家统计局：预计80.3%的英国成年人将有新冠病毒抗体。,
254,2021-06-09 16:31:22,在岸人民币兑美元6月9日16:30收盘报6.3899，较上一交易日上涨73点。,
255,2021-06-09 16:31:08,经济学家、如是金融研究院院长管清友：未来3-5年大宗商品价格会维持一个比较高的位置，目前市场对大宗商品价格上涨的反应过度了。,
256,2021-06-09 16:30:52,【悦心健康：拟新建四条高档瓷砖生产线】悦心健康公告，公司计划在江西丰城生产基地现有未建的480亩土地上进行扩建项目，总投资额为人民币12.5亿元，拟新建四条高档瓷砖生产线。,
257,2021-06-09 16:29:29,俄罗斯外交部长谢尔盖∙拉夫罗夫表示，加密货币将在国际结算中占据重要地位的时刻会“不可避免地”到来。（卫星新闻）,
258,2021-06-09 16:29:12,【贵州茅台：白酒产业依然保持较好发展质量和发展韧性】贵州茅台董事长高卫东今日表示，就白酒行业来说，2000年以来，行业发展先后进入黄金期和调整期，特别是“十三五”期间，围绕供给侧结构性改革这条主线，通过转方式、调结构，行业的发展步伐稳健、产业的结构持续优化、市场活力有序释放。据行业统计，去年（2020年），全国的规上白酒企业完成产量是740.7万千升；全国完成的销售收入是5836.4亿元，同比增长了4.9%。由此可以看出，白酒产业在经历深度调整和疫情冲击等压力下，依然保持着较好的发展质量和发展韧性。,
259,2021-06-09 16:27:12,【加拿大国家银行财富管理（NBF）前瞻加拿大央行利率决议：加拿大央行将按兵不动】今晚加拿大央行利率政策会议应该是一件相对平静的事件，因为央行在上月的决策会议上对前瞻指引进行了鹰派调整，缩减了购债规模，还制定了更为乐观的增长前景。我行预计加拿大央行将继续把物价压力视为暂时性的，基准年效应仍在发挥作用，物价过度疲软仍在拖累经济。,
260,2021-06-09 16:25:36,荷兰皇家壳牌CEO：在法院裁决后，壳牌将加速减排。,
261,2021-06-09 16:23:00,  【银禧科技：瑞晨投资所持1199.99万股将被第二次公开拍卖】银禧科技公告，截止2021年6月8日，公司控股股东石河子市瑞晨股权投资合伙企业(有限合伙)及一致行动人谭颂斌(实际控制人)合计控制公司股份6404.99万股，占公司总股本的14.24%；合计质押股份数6055.29万股，占其合计所持公司股份总数的94.54%，占公司总股本的13.46%。此次将被司法拍卖的股份为控股股东瑞晨投资直接持有的银禧科技无限售流通股份1199.99万股(占瑞晨投资直接持有公司股份总数的20.08%，占公司总股本的2.67%)，此次拍卖为第二次拍卖。,
262,2021-06-09 16:22:52,【氮肥协会发出倡议：夏季供应要优先投放国内市场，加强对尿素期货市场的监测和管控】中国氮肥工业协会向全体会员单位发出倡议：氮肥生产企业要做好煤炭和天然气的采购工作，积极争取与煤炭和天然气企业签订中长期合同，确保氮肥原料稳定供应和合理的价格，控制好生产成本。氮肥生产企业要在保障生产装置安全平稳运行的前提下尽量提高开工率，要积极向环保部门争取更多的能源消耗指标，增加氨肥产量。在国内用肥旺季，氮肥生产和流通企业要适当减少出口，将资源优先投放到国内市场。加强对尿素期货市场的监测和管控，防止利用期货炒作造成氮肥现货市场大幅波动。（中国化肥网）,
263,2021-06-09 16:22:33,俄罗斯过去24小时新10407例新冠肺炎确诊病例，新增399例死亡病例。,
264,2021-06-09 16:22:24,【盛视科技：已与华为建立战略合作 落地多个项目】盛视科技(002990)在互动平台回应公司与华为合作关系的提问时表示，公司与华为正式建立了战略合作关系，双方充分发挥各自专业优势，在智慧口岸、智能交通等领域开展合作，并落地了多个项目，双方在合作方式、应用领域、产品研发、市场开拓等方面开展了深入的探讨与合作，以取得更多突破。公司目前在手订单充裕，并将紧密跟踪市场需求，争取更多订单。,
265,2021-06-09 16:22:05,  玲珑轮胎：公司决定在陕西省铜川市建设中国第六个生产基地，投资年产1520万套高性能子午线轮胎和50万套翻新胎项目，项目总投资预算为60.66亿元。,
266,2021-06-09 16:21:16,【热景生物：拟出资3000万元参设先达创投 投向医疗健康、智能制造等领域】热景生物公告，公司拟使用自有资金与海达投资、海达必成及其他有限合伙人出资发起设立宁波先达创业投资合伙企业(有限合伙)，重点投资医疗健康、智能制造、适度覆盖其他战略性新兴产业等优秀成长企业。该次拟投资设立的投资基金目标募集规模为人民币1.9亿元，公司拟以自有资金认缴出资人民币3000万元，出资比例约15.79%。,
267,2021-06-09 16:20:17,【美参院通过《创新与竞争法》要投2000亿美元应对中国 外交部回应】美国国会参议院当地时间8日以68票赞成、32票反对的结果投票通过《2021年美国创新与竞争法》。据美媒报道称，这项法案旨在向美国技术、科学和研究领域投资逾2000亿美元，以对抗中国日益增长的影响力。对此，中国外交部发言人汪文斌9日表示，美国怎么提升自己的竞争力，是美国自己的事情，但中方坚决反对美国拿中国说事，把中国当作“假想敌”。（环球网）,
268,2021-06-09 16:18:31,欧盟-美国峰会声明草案：欧盟和美国希望在2022年底前结束疫情，为全球至少三分之二的国家接种疫苗。,
269,2021-06-09 16:18:25,欧盟-美国峰会声明草案：欧盟和美国承诺在2021年7月11日之前找到飞机争端的解决办法。,
270,2021-06-09 16:18:17,欧盟-美国峰会声明草案：欧盟和美国承诺在2021年12月1日前取消钢铁关税。,
271,2021-06-09 16:15:45,  【上汽集团：拟向韩红基金会捐赠200万元以及30台荣威和名爵品牌车辆】上汽集团公告，董事会同意2021年公司向韩红基金会捐赠人民币200万元，用于开展“2021年韩红百人医疗援助”系列公益活动；同意上汽集团乘用车分公司向韩红基金会捐赠30台荣威和名爵品牌车辆，车辆总价值不超过人民币380万元。,
272,2021-06-09 16:15:32,【证监会同意5家公司创业板IPO注册】证监会消息，近日按法定程序同意以下企业创业板首次公开发行股票注册：张家港中环海陆高端装备股份有限公司、西安中熔电气股份有限公司、深圳市水务规划设计院股份有限公司、读客文化股份有限公司、广州迈普再生医学科技股份有限公司。,
273,2021-06-09 16:15:25,市场消息：伊朗方面表示，石油制裁问题仍未在核谈判中得到解决。,
274,2021-06-09 16:14:48,【贵州茅台：正开展增产扩能相关研究和论证】6月9日，在贵州茅台2020年年度股东大会上，贵州茅台董事长高卫东表示，“十四五”期间茅台酒产能能否再进行增产扩能，要进行严苛、审慎、科学的论证和研究。否则，可能因为我们盲目的追求规模和数量而失去了最为重要的品质要求。所以我们现在正在委托国内最专业的机构，结合“十四五”规划，帮助我们进行全方位的研究和论证，对于论证后的结果我们会以适当的方式告诉大家。,
275,2021-06-09 16:12:36,  【一品红：已累计回购1.06%的股份】一品红公告，截止今日收盘后，公司累计通过股票回购专用证券账户以集中竞价交易方式回购公司股份306.878万股，占公司现有总股本的1.06%，最高成交价为28.71元/股，最低成交价为25.11元/股，成交均价为27.57元/股，支付的总金额约8460.179万元(不含交易费用)。,
276,2021-06-09 16:12:31,美元指数DXY跌破90整数关口，日内跌0.11%。,
277,2021-06-09 16:12:18,【重庆渝北集中开工一批项目，加快打造千亿级航空物流集群】重庆市“渝跃·夯基础”招商季临空经济示范区暨中新航空产业园航空物流产业集群项目集中开工活动9日在重庆市渝北区举行。重庆市23个区县的109个招商项目集中开工，总投资达1246亿元。其中，作为国家首批临空经济示范区的重庆市渝北区集中开工项目共15个，合同投资额达340亿元。（中新网）,
278,2021-06-09 16:10:55,【中航沈飞：子公司沈飞公司与沈阳航产集团签订合作框架协议】中航沈飞(600760)6月9日晚间公告，公司全资子公司沈飞公司，与沈阳航产集团签订了《战略合作框架协议》，将共同促进沈阳地区航空配套产业链建设，形成产业竞争优势。共同推进国企改革重点任务落地实施，促进产业良性发展。共同开展航空技术研究和成果转化，奠定产业发展的后发优势。共同构建人才培养体系，增强航空专业人才储备。,
279,2021-06-09 16:09:41, 香港恒生指数收跌0.13%，恒生科技指数跌0.11%，生物技术股走强，荣昌生物涨近13%，基石药业涨近11%。在线教育股普跌，卓越教育集团、思考乐教育跌逾5%，新东方跌超3%。,
280,2021-06-09 16:07:33,【天原股份：大关天达电石生产逐步恢复】天原股份(002386)6月9日晚间公告，公司在云南区域内的电石基地大关天达电石生产逐步恢复。6月9日，大关天达总产能年产21万吨的三台电石炉已全部恢复生产，负荷达到80%，后期负荷将逐步提高。另外两家电石生产企业也将根据云南省电力改善情况逐步恢复生产。,
281,2021-06-09 16:07:03,美股区块链概念盘前普涨，第九城市涨超8%，嘉楠科技涨超2%，Riot Blockchain涨近2%。萨尔瓦多国会投票批准总统提交的比特币作为法定货币的提案。,
282,2021-06-09 16:05:51,【创业板上市委：强瑞技术、海力风电首发6月17日上会】创业板上市委公告，深圳市强瑞精密技术股份有限公司、江苏海力风电设备科技股份有限公司首发6月17日上会。,
283,2021-06-09 16:05:45,据NTV电视台：韩国总统文在寅寻求在奥运会期间访问日本。,
284,2021-06-09 16:04:18,菲律宾卫生部：菲律宾新增5462例新冠肺炎确诊病例，累计确诊1286217例；新增126例死亡病例，累计死亡22190例。,
285,2021-06-09 16:01:47,路透调查：俄罗斯5月高通胀促使市场修正对央行利率前景的看法。,
286,2021-06-09 16:01:39,路透调查：受访的29位分析师中有27位预期俄罗斯央行周五将加息至5.50%(前次预估：5.25%)。,
287,2021-06-09 16:01:33,路透调查：受访的29位分析师中有两位仍预期俄罗斯央行周五将加息至5.25%。,
288,2021-06-09 16:01:26,伦敦金属交易所(LME)：铜库存增加2475吨，铝库存减少3425吨，锌库存减少700吨，镍库存减少132吨，锡库存减少5吨，铅库存减少825吨。,
289,2021-06-09 16:01:14,【上柴股份：收到国家市场监管总局《经营者集中反垄断审查不实施进一步审查决定书》】上柴股份(600841)6月9日晚间公告，公司于近日收到国家市场监督管理总局出具的《经营者集中反垄断审查不实施进一步审查决定书》：对公司收购上汽菲亚特红岩动力总成有限公司股权案不实施进一步审查。,
290,2021-06-09 15:58:36,  【芯片代工商联华电子5月份营收6.2亿美元 创下新高】联华电子官网信息显示，5月份营收171.89亿新台币，折合约6.2亿美元，再次创下了新高。今年4月份，联华电子营收163.82亿新台币，5月份较之增加8.07亿，环比增长4.9%。,
291,2021-06-09 15:57:37,  乘联会数据显示，5月份，特斯拉Model 3销量9208辆，比上年同期下降17%。,
292,2021-06-09 15:56:05,【利用虚拟货币等形式实施违法犯罪活动逐渐上升，中国支付清算协会发布风险提示】中国支付清算协会微信公众号消息，近期，中国支付清算协会组织部分会员单位召开行业风险信息及特约商户信息共享联防工作座谈会。针对当前支付风险总体态势和变化特点，各会员单位应密切关注跨境赌博、电信网络诈骗等违法犯罪新手法，分析涉赌涉诈等资金交易新方法、新特征，严格按照支付监管制度和行业自律规范要求，采取有效管理手段和举措，加强客户和特约商户事前、事中、事后环节全流程风险管理，积极参与行业风险信息共享等行业联防机制，共同提升行业风险联防联控效果，有效防范跨境赌博、电信诈骗等违法违规资金结算活动。（界面）,
293,2021-06-09 15:54:12,【中泰股份：签署风电、光伏制氢及氢液化产业化项目框架合作协议】中泰股份公告，公司与赤峰市松山区人民政府、中国船舶集团风电发展有限公司、浙江润丰能源集团有限公司签署了《赤峰风电、光伏制氢及氢液化产业化项目框架合作协议》，旨在利用内蒙古赤峰市地区优异的风电、光伏资源开发低成本的可再生能源电解制氢技术，同时加快赤峰地区优势资源转换和新型工业化建设进程。,
294,2021-06-09 15:53:32,日本首相菅义伟：如果公众的生命得不到保护，那么举办奥运会自然是不可能的。,
295,2021-06-09 15:52:18,  【中炬高新：6月9日首次回购96.91万股】中炬高新公告，今日，公司通过上海证券交易所系统以集中竞价交易方式实施了首次回购。公司首次回购股份数量为96.91万股，占公司总股本的比例约为0.12%，成交的最高价格为人民币46.20元/股，成交的最低价格为人民币44.87元/股，已支付的总金额约为人民币4422.76万元(不含交易费用)。,
296,2021-06-09 15:49:49,【巴拿马紧随萨尔瓦多 或成为下一个支持加密货币法定地位的国家】据coinquora.com报道，在萨尔瓦多批准比特币成为法定货币后，巴拿马国会议员Gabriel Silva也表示他正在制定一项提案，以将比特币和其他加密货币纳入该国法定货币范围。,
297,2021-06-09 15:48:25,【习近平：青海要立足高原特有资源禀赋，加快建设世界级盐湖产业基地】中共中央总书记、国家主席、中央军委主席习近平近日在青海考察时强调，要立足高原特有资源禀赋，积极培育新兴产业，加快建设世界级盐湖产业基地，打造国家清洁能源产业高地、国际生态旅游目的地、绿色有机农畜产品输出地。要贯彻落实党中央关于新时代推进西部大开发形成新格局、推动共建“一带一路”高质量发展的战略部署，主动对接长江经济带发展、黄河流域生态保护和高质量发展等区域重大战略，增强经济发展内生动力。（新华社）,
298,2021-06-09 15:46:53,  【日本国会表决通过《产业竞争力强化法》修正案】日本国会参议院全体会议表决通过《产业竞争力强化法》修正案，以促进企业向去碳化和数字化投资。该修正案着眼于在新冠疫情平息后，力争从金融和税制方面支援企业设备投资以提升竞争力。另外，该修正案为促进中小企业生产效率提升，规定即便中小企业通过业务重组等成长为更大规模的中坚企业，也允许继续接受原有的金融支援。,
299,2021-06-09 15:45:54,恒源煤电：以3.07亿元收购恒泰新材料100%股权，进入以石膏开采开发为主的新材料行业。,
300,2021-06-09 15:45:31,东京新增440新冠肺炎确诊病例。,
301,2021-06-09 15:43:18,【中国互金协会倡议：金融机构不与任何不法医疗美容机构开展合作】中国互金协会呼吁各会员单位共同发起以下倡议：金融机构不与任何不法医疗美容机构开展合作，不向任何不法医疗美容机构客户提供相关金融产品和服务。金融机构应当选择证照齐全、依法合规经营的第三方医疗美容机构合作，并建立相关机制对其合法合规性进行定期评估。金融机构应当严格遵循金融监管部门各项规定，在提供医疗美容相关金融产品和服务时，按照适当性原则，充分评估消费者的还款能力，自主确定客户授信额度和贷款定价标准。,
302,2021-06-09 15:41:47,  【汇顶科技：明确2021年第一期员工持股计划购买回购股票的价格及计划规模】汇顶科技公告，根据回购计划截至目前的实际情况以及公司《2021年第一期员工持股计划(草案)》等相关规定，公司确认2021年第一期员工持股计划购买标的股票的价格为60.15元/股。此次员工持股计划可购买公司股票的数量为不超过306.13万股，参与对象认购总金额为不超过1.84亿元。此次员工持股计划实际购买公司股票的数量及认购金额根据员工参与该计划的资金规模最终确定。,
303,2021-06-09 15:39:29,【恒大新能源汽车于郑州成立新公司，注册资本10亿元】数据显示，6月8日，恒大恒驰新能源汽车（郑州）有限公司成立，注册资本10亿元人民币，经营范围包含：电车制造；汽车零部件及配件制造；新能源汽车整车销售；充电桩销售；机动车充电销售；电动汽车充电基础设施运营；集中式快速充电站等。股权穿透显示，该公司由恒大新能源汽车（河南）有限公司100%控股，后者为恒大新能源汽车投资控股集团有限公司全资子公司。,
304,2021-06-09 15:39:11,欧盟官员：欧盟预计所有企业都应在税收问题上公平分配。,
305,2021-06-09 15:39:05,【华森制药：与哲源科技等方签署《创新药物开发战略合作框架协议》】华森制药公告，公司与北京哲源科技有限责任公司、中科计算技术西部研究院于2021年6月9日在北京签署了《创新药物开发战略合作框架协议》，为充分发挥华森制药、哲源科技和西研院在创新药研发领域方面的优势，促进企业转型升级，共同提升三方的核心竞争能力，三方一致同意在优势互补、互惠互利、共同发展的基础上建立共赢的战略合作关系。,
306,2021-06-09 15:38:50,  【多地电石采购价第一轮上涨200元/吨 PVC强劲反弹】据媒体报道，近期原料端电石方面宁夏地区限产限电，且装置检修偏多。据悉昨日多地电石采购价实现第一轮200元/吨上涨，或是有跟涨计划，乌海等地出厂价则下午推出了继续上涨200元/吨计划。隆众资讯认为，电石出厂价格陆续上调，现阶段电石厂家出货顺畅，下游厂家需求处于恢复阶段，待卸车呈现区域性不均的现象，厂家积极采购，市场看涨氛围浓郁。,
307,2021-06-09 15:38:26,【深交所终止审核钟恒新材创业板上市申请】深交所披露，常州钟恒新材料股份有限公司申请撤回发行上市申请文件，深交所决定终止对其首次公开发行股票并在创业板上市的审核。,
308,2021-06-09 15:36:47,新加坡新增2例本土新冠肺炎确诊病例。,
309,2021-06-09 15:36:00,【国际能源署呼吁加大对新兴市场和发展中经济体的清洁能源投资】当地时间6月9日，国际能源署与世界银行及世界经济论坛合作发布报告，呼吁全球加大对新兴市场和发展中经济体的清洁能源投资，并称这将成为世界能源和气候未来的关键。报告指出，为了在2050年实现全球净零排放的目标，到2030年新兴市场和发展中经济体每年获得的清洁能源投资需要超过1万亿美元，而去年这一数字仅为1500亿美元。（央视新闻）,
310,2021-06-09 15:35:06,【香港监管部门回应“是否会要求港交所搁置提高主板上市门槛”的问题】对于“是否会要求港交所搁置提高主板上市门槛”的问题，香港财经事务及库务局回应称，香港证监会和港交所注意到市场出现了一些仅仅符合盈利及市值要求的上市申请人，其估值相对于上市同业较高。当中不少公司在上市后都无法维持有关估值，导致投资者蒙受损失。为了应对上述监管问题，港交所认为有需要调高盈利要求。尽管相关回应人士不同意港交所建议调高盈利要求的幅度，但他们并不反对改善香港资本市场质素及维持其多元化的原则。而对于“在全球证券市场中联交所主板上市门槛最高”的疑问，财经事务及库务局表示，不同司法管辖区的证券交易所对上市申请人的各类业务及财务要求不尽相同，因此难以直接比较。单看盈利要求、最低公众持股量要求，纳斯达克全球精选市场或纽交所的三年最低盈利标准、最低公众持股量要求，均高于港交所将于2022年实施的规定。,
311,2021-06-09 15:34:50,【萨尔瓦多将为3枚比特币提供者授予永久居留权】据U.Today报道，萨尔瓦多总统Nayib Bukele表示，萨尔瓦多将授予发布3枚比特币（约10.2万美元）的移民永久居住权。他还表示，萨尔瓦多政府将为公民推出一个比特币钱包，但公民可以自主选择使用与否。此外，萨尔瓦多将运营一个信托基金，该基金将持有价值约1.5亿美元的比特币，以抵消比特币市场的波动，确保商家不必承担风险。然而，尽管萨尔瓦多推动加密货币发展，Bukele并不打算去美元化。,
